Algorithms                , Algorithm_ID         , DPA_METHODS, FEE_METHODS, FES_METHODS, CLF_METHODS, END_METHODS       , END_TO_END_METHODS, DPA_METHODS_ID, FEE_METHODS_ID, FES_METHODS_ID, CLF_METHODS_ID, END_METHODS_ID, END_TO_END_METHODS_ID, accuracy          , train_time           , test_time
TLDUMMY-TRCSP-GNB         , "[0, 2, 0, 10, 0, 0]", TLDUMMY    , TRCSP      ,            , GNB        ,                   ,                   ,              0,              2,              0,             10,              0,                     0, 0.7422222222222222,   0.23022353649139404, 0.17661423683166505
TLDUMMY-TRCSP-MLP         , "[0, 2, 0, 11, 0, 0]", TLDUMMY    , TRCSP      ,            , MLP        ,                   ,                   ,              0,              2,              0,             11,              0,                     0, 0.9266666666666667,   0.8099258422851563 , 0.16602818965911864
TLDUMMY-TRCSP-ANOVA-K-SVM , "[0, 2, 1, 1, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , SVM        ,                   ,                   ,              0,              2,              1,              1,              0,                     0, 0.9066666666666668,   0.2145481824874878 , 0.1717099666595459
TLDUMMY-TRCSP-ANOVA-K-LDA , "[0, 2, 1, 2, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , LDA        ,                   ,                   ,              0,              2,              1,              2,              0,                     0, 0.9088888888888891,   0.22003235816955566, 0.18185777664184571
TLDUMMY-TRCSP-ANOVA-K-LR  , "[0, 2, 1, 3, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , LR         ,                   ,                   ,              0,              2,              1,              3,              0,                     0, 0.9099999999999999,   0.2248753786087036 , 0.1771301507949829
TLDUMMY-TRCSP-ANOVA-K-KNN , "[0, 2, 1, 4, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , KNN        ,                   ,                   ,              0,              2,              1,              4,              0,                     0, 0.8877777777777778,   0.22112252712249755, 0.1859912872314453
TLDUMMY-TRCSP-ANOVA-K-DTC , "[0, 2, 1, 5, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , DTC        ,                   ,                   ,              0,              2,              1,              5,              0,                     0, 0.8122222222222222,   0.2335491418838501 , 0.18508782386779785
TLDUMMY-TRCSP-ANOVA-K-RFC , "[0, 2, 1, 6, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , RFC        ,                   ,                   ,              0,              2,              1,              6,              0,                     0, 0.9277777777777778,   0.38231406211853025, 0.19236574172973633
TLDUMMY-TRCSP-ANOVA-K-ETC , "[0, 2, 1, 7, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , ETC        ,                   ,                   ,              0,              2,              1,              7,              0,                     0, 0.9177777777777779,   0.3406140089035034 , 0.1924043893814087
TLDUMMY-TRCSP-ANOVA-K-ABC , "[0, 2, 1, 8, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , ABC        ,                   ,                   ,              0,              2,              1,              8,              0,                     0, 0.9088888888888891,   0.31342618465423583, 0.1926978588104248
TLDUMMY-TRCSP-ANOVA-K-GBC , "[0, 2, 1, 9, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-K    , GBC        ,                   ,                   ,              0,              2,              1,              9,              0,                     0, 0.9066666666666668,   0.39916694164276123, 0.17480201721191407
TLDUMMY-TRCSP-ANOVA-K-GNB , "[0, 2, 1, 10, 0, 0]", TLDUMMY    , TRCSP      , ANOVA-K    , GNB        ,                   ,                   ,              0,              2,              1,             10,              0,                     0, 0.7422222222222222,   0.2310013771057129 , 0.19344642162322997
TLDUMMY-TRCSP-ANOVA-K-MLP , "[0, 2, 1, 11, 0, 0]", TLDUMMY    , TRCSP      , ANOVA-K    , MLP        ,                   ,                   ,              0,              2,              1,             11,              0,                     0, 0.9277777777777778,   0.8067817687988281 , 0.15872864723205565
TLDUMMY-TRCSP-ANOVA-P-SVM , "[0, 2, 2, 1, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , SVM        ,                   ,                   ,              0,              2,              2,              1,              0,                     0, 0.8933333333333333,   0.21838102340698243, 0.1781320571899414
TLDUMMY-TRCSP-ANOVA-P-LDA , "[0, 2, 2, 2, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , LDA        ,                   ,                   ,              0,              2,              2,              2,              0,                     0, 0.8799999999999999,   0.21909308433532715, 0.167854380607605
TLDUMMY-TRCSP-ANOVA-P-LR  , "[0, 2, 2, 3, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , LR         ,                   ,                   ,              0,              2,              2,              3,              0,                     0, 0.8699999999999999,   0.23249878883361816, 0.20017549991607667
TLDUMMY-TRCSP-ANOVA-P-KNN , "[0, 2, 2, 4, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , KNN        ,                   ,                   ,              0,              2,              2,              4,              0,                     0, 0.8877777777777778,   0.21797621250152588, 0.18913941383361815
TLDUMMY-TRCSP-ANOVA-P-DTC , "[0, 2, 2, 5, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , DTC        ,                   ,                   ,              0,              2,              2,              5,              0,                     0, 0.8122222222222222,   0.22905702590942384, 0.1839223623275757
TLDUMMY-TRCSP-ANOVA-P-RFC , "[0, 2, 2, 6, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , RFC        ,                   ,                   ,              0,              2,              2,              6,              0,                     0, 0.8866666666666667,   0.3738630533218384 , 0.19070441722869874
TLDUMMY-TRCSP-ANOVA-P-ETC , "[0, 2, 2, 7, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , ETC        ,                   ,                   ,              0,              2,              2,              7,              0,                     0, 0.8755555555555556,   0.34008653163909913, 0.1957611322402954
TLDUMMY-TRCSP-ANOVA-P-ABC , "[0, 2, 2, 8, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , ABC        ,                   ,                   ,              0,              2,              2,              8,              0,                     0, 0.8600000000000001,   0.3058873891830444 , 0.1907428979873657
TLDUMMY-TRCSP-ANOVA-P-GBC , "[0, 2, 2, 9, 0, 0]" , TLDUMMY    , TRCSP      , ANOVA-P    , GBC        ,                   ,                   ,              0,              2,              2,              9,              0,                     0, 0.86              ,   0.35606558322906495, 0.17609858512878418
TLDUMMY-TRCSP-ANOVA-P-GNB , "[0, 2, 2, 10, 0, 0]", TLDUMMY    , TRCSP      , ANOVA-P    , GNB        ,                   ,                   ,              0,              2,              2,             10,              0,                     0, 0.8466666666666667,   0.22924206256866456, 0.1894855499267578
TLDUMMY-TRCSP-ANOVA-P-MLP , "[0, 2, 2, 11, 0, 0]", TLDUMMY    , TRCSP      , ANOVA-P    , MLP        ,                   ,                   ,              0,              2,              2,             11,              0,                     0, 0.8966666666666667,   0.4372877597808838 , 0.15024354457855224
TLDUMMY-TRCSP-MIC-K-SVM   , "[0, 2, 3, 1, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , SVM        ,                   ,                   ,              0,              2,              3,              1,              0,                     0, 0.9066666666666668,   0.2427889585494995 , 0.18546884059906005
TLDUMMY-TRCSP-MIC-K-LDA   , "[0, 2, 3, 2, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , LDA        ,                   ,                   ,              0,              2,              3,              2,              0,                     0, 0.9088888888888891,   0.2341559648513794 , 0.18487987518310547
TLDUMMY-TRCSP-MIC-K-LR    , "[0, 2, 3, 3, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , LR         ,                   ,                   ,              0,              2,              3,              3,              0,                     0, 0.9099999999999999,   0.2350489616394043 , 0.17483980655670167
TLDUMMY-TRCSP-MIC-K-KNN   , "[0, 2, 3, 4, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , KNN        ,                   ,                   ,              0,              2,              3,              4,              0,                     0, 0.8877777777777778,   0.222480845451355  , 0.19553012847900392
TLDUMMY-TRCSP-MIC-K-DTC   , "[0, 2, 3, 5, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , DTC        ,                   ,                   ,              0,              2,              3,              5,              0,                     0, 0.82              ,   0.2243880033493042 , 0.18687946796417237
TLDUMMY-TRCSP-MIC-K-RFC   , "[0, 2, 3, 6, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , RFC        ,                   ,                   ,              0,              2,              3,              6,              0,                     0, 0.93              ,   0.3729226589202881 , 0.18985936641693116
TLDUMMY-TRCSP-MIC-K-ETC   , "[0, 2, 3, 7, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , ETC        ,                   ,                   ,              0,              2,              3,              7,              0,                     0, 0.9144444444444446,   0.3702744483947754 , 0.2092632532119751
TLDUMMY-TRCSP-MIC-K-ABC   , "[0, 2, 3, 8, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , ABC        ,                   ,                   ,              0,              2,              3,              8,              0,                     0, 0.9088888888888891,   0.33723428249359133, 0.18200905323028566
TLDUMMY-TRCSP-MIC-K-GBC   , "[0, 2, 3, 9, 0, 0]" , TLDUMMY    , TRCSP      , MIC-K      , GBC        ,                   ,                   ,              0,              2,              3,              9,              0,                     0, 0.9088888888888891,   0.38153815269470215, 0.1917815923690796
TLDUMMY-TRCSP-MIC-K-GNB   , "[0, 2, 3, 10, 0, 0]", TLDUMMY    , TRCSP      , MIC-K      , GNB        ,                   ,                   ,              0,              2,              3,             10,              0,                     0, 0.7422222222222222,   0.23100416660308837, 0.19340770244598388
TLDUMMY-TRCSP-MIC-K-MLP   , "[0, 2, 3, 11, 0, 0]", TLDUMMY    , TRCSP      , MIC-K      , MLP        ,                   ,                   ,              0,              2,              3,             11,              0,                     0, 0.928888888888889 ,   0.8567509174346923 , 0.17441482543945314
TLDUMMY-TRCSP-MIC-P-SVM   , "[0, 2, 4, 1, 0, 0]" , TLDUMMY    , TRCSP      , MIC-P      , SVM        ,                   ,                   ,              0,              2,              4,              1,              0,                     0, 0.8533333333333333,   0.22935891151428223, 0.21237671375274658
TLDUMMY-TRCSP-MIC-P-LDA   , "[0, 2, 4, 2, 0, 0]" , TLDUMMY    , TRCSP      , MIC-P      , LDA        ,                   ,                   ,              0,              2,              4,              2,              0,                     0, 0.8533333333333333,   0.2367711067199707 , 0.1943424701690674
